hasPeak.An_ecoA_20h_HA_1	hasPeak.An_ecoA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0050793	regulation of developmental process	47	47/1522	AN5028/AN4987/AN4563/AN4544/AN4483/AN8741/AN8129/AN8262/AN4214/AN3913/AN3719/AN3688/AN3607/AN7030/AN6982/AN7576/AN6243/AN6230/AN5893/AN5836/AN6578/AN1334/AN1052/AN0988/AN0914/AN0807/AN0641/AN10077/AN0410/AN0363/AN0279/AN0186/AN0182/AN0134/AN8945/AN1800/AN2059/AN2421/AN9121/AN3152/AN2742/AN5129/AN5156/AN5170/AN5740/AN5457/AN5296
TRUE	TRUE	4	GO:0051093	negative regulation of developmental process	16	16/1522	AN5028/AN4483/AN8129/AN8262/AN3913/AN3607/AN6243/AN6578/AN1052/AN0641/AN0363/AN9121/AN2742/AN5129/AN5156/AN5170
TRUE	TRUE	4	GO:0051094	positive regulation of developmental process	20	20/1522	AN5028/AN4987/AN8741/AN3719/AN3607/AN6230/AN5893/AN5836/AN6578/AN1052/AN0807/AN0641/AN0363/AN0279/AN0186/AN8945/AN1800/AN9121/AN3152/AN5457
TRUE	TRUE	4	GO:0040012	regulation of locomotion	1	1/1522	AN0807
TRUE	TRUE	4	GO:0022403	cell cycle phase	1	1/1522	AN4991
TRUE	TRUE	4	GO:0072690	single-celled organism vegetative growth phase	1	1/1522	AN0410
TRUE	TRUE	4	GO:0007623	circadian rhythm	8	8/1522	AN4987/AN4878/AN4563/AN3607/AN0410/AN0182/AN1848/AN5457
TRUE	TRUE	4	GO:0043902	positive regulation of multi-organism process	23	23/1522	AN5028/AN4998/AN4935/AN4483/AN8741/AN3913/AN3719/AN3688/AN3607/AN7030/AN6129/AN5893/AN6487/AN6566/AN1052/AN0807/AN0641/AN0363/AN0182/AN9121/AN3152/AN2944/AN5457
TRUE	TRUE	4	GO:0044089	positive regulation of cellular component biogenesis	7	7/1522	AN4419/AN8751/AN9504/AN3675/AN0655/AN0410/AN2126
TRUE	TRUE	4	GO:0045785	positive regulation of cell adhesion	2	2/1522	AN6129/AN2944
TRUE	TRUE	4	GO:0048584	positive regulation of response to stimulus	21	21/1522	AN4479/AN4328/AN4080/AN3913/AN3719/AN3688/AN3675/AN0182/AN0170/AN1416/AN1652/AN1800/AN9090/AN3468/AN3102/AN2875/AN5210/AN5740/AN5660/AN5558/AN5525
TRUE	TRUE	4	GO:0051050	positive regulation of transport	7	7/1522	AN4987/AN4328/AN8751/AN3729/AN6578/AN0056/AN5740
TRUE	TRUE	4	GO:1903666	positive regulation of asexual reproduction	8	8/1522	AN4987/AN6230/AN5836/AN6578/AN1052/AN0279/AN0186/AN8945
TRUE	TRUE	4	GO:1903829	positive regulation of cellular protein localization	4	4/1522	AN4987/AN6508/AN0295/AN0182
TRUE	TRUE	4	GO:1904951	positive regulation of establishment of protein localization	1	1/1522	AN4987
TRUE	TRUE	4	GO:0043901	negative regulation of multi-organism process	10	10/1522	AN4935/AN4483/AN8262/AN3913/AN6243/AN6578/AN1052/AN0807/AN0363/AN5170
TRUE	TRUE	4	GO:0048585	negative regulation of response to stimulus	14	14/1522	AN5003/AN4998/AN4987/AN4935/AN4322/AN4310/AN9504/AN6982/AN5893/AN1358/AN2911/AN2731/AN5129/AN5755
TRUE	TRUE	4	GO:0051051	negative regulation of transport	3	3/1522	AN4935/AN8251/AN0176
TRUE	TRUE	4	GO:1903665	negative regulation of asexual reproduction	10	10/1522	AN5028/AN8129/AN3913/AN3607/AN1052/AN0641/AN0363/AN9121/AN2742/AN5156
TRUE	TRUE	4	GO:1903828	negative regulation of cellular protein localization	3	3/1522	AN4935/AN4483/AN8751
TRUE	TRUE	4	GO:1904950	negative regulation of establishment of protein localization	1	1/1522	AN4935
TRUE	TRUE	4	GO:0030155	regulation of cell adhesion	2	2/1522	AN6129/AN2944
TRUE	TRUE	4	GO:0032879	regulation of localization	21	21/1522	AN4987/AN4935/AN4483/AN4328/AN8805/AN8751/AN8251/AN10515/AN3729/AN6982/AN6341/AN6195/AN6508/AN6578/AN0410/AN0295/AN0182/AN0176/AN0056/AN1950/AN5740
TRUE	TRUE	4	GO:0042752	regulation of circadian rhythm	6	6/1522	AN4987/AN4563/AN3607/AN0410/AN1848/AN5457
TRUE	TRUE	4	GO:0043900	regulation of multi-organism process	29	29/1522	AN5028/AN4998/AN4935/AN4483/AN8741/AN8262/AN3913/AN3719/AN3688/AN3607/AN7030/AN6243/AN6129/AN5893/AN6487/AN6566/AN6578/AN1052/AN0988/AN0807/AN0641/AN0363/AN0182/AN2059/AN9121/AN3152/AN2944/AN5170/AN5457
TRUE	TRUE	4	GO:0044087	regulation of cellular component biogenesis	19	19/1522	AN4987/AN4976/AN4419/AN8751/AN9504/AN8039/AN3675/AN7576/AN7700/AN5822/AN0733/AN0655/AN0410/AN0182/AN1950/AN1984/AN2126/AN3067/AN5740
TRUE	TRUE	4	GO:0048518	positive regulation of biological process	96	96/1522	AN5028/AN4998/AN4987/AN4969/AN4935/AN4667/AN4563/AN4483/AN4479/AN4419/AN4361/AN10550/AN4328/AN8751/AN8741/AN9504/AN8605/AN4080/AN3913/AN3729/AN3719/AN3688/AN3675/AN3607/AN3506/AN7030/AN7468/AN7567/AN7572/AN7610/AN7742/AN6330/AN6243/AN6230/AN6129/AN5893/AN5836/AN6487/AN6508/AN6540/AN6566/AN6578/AN6733/AN9397/AN1052/AN0988/AN0914/AN0807/AN0689/AN0655/AN0641/AN0554/AN0410/AN0394/AN0363/AN0295/AN0279/AN0186/AN0182/AN0170/AN0148/AN0056/AN9008/AN8978/AN8945/AN1416/AN1425/AN10191/AN1518/AN1652/AN1800/AN1984/AN2126/AN2130/AN9121/AN9090/AN3468/AN3152/AN3102/AN3067/AN2965/AN2944/AN2911/AN2875/AN2852/AN2742/AN5210/AN5218/AN5752/AN5740/AN5660/AN5651/AN5558/AN5525/AN5457/AN5351
TRUE	TRUE	4	GO:0048519	negative regulation of biological process	76	76/1522	AN5028/AN5003/AN4998/AN4987/AN4969/AN10610/AN4935/AN4483/AN4322/AN4310/AN4295/AN8797/AN8751/AN9504/AN8039/AN8129/AN8168/AN11052/AN9461/AN8211/AN8251/AN8262/AN8269/AN3913/AN3730/AN3675/AN3607/AN3587/AN3506/AN7303/AN6982/AN7468/AN7513/AN6243/AN6195/AN6067/AN5893/AN5822/AN6578/AN6733/AN1358/AN1052/AN0988/AN0807/AN0767/AN0689/AN0641/AN0410/AN0363/AN0295/AN0176/AN0170/AN10019/AN10191/AN1519/AN1800/AN1950/AN1984/AN2126/AN2290/AN2500/AN9121/AN9090/AN3468/AN3071/AN3067/AN2965/AN2911/AN2742/AN2731/AN5129/AN5156/AN5170/AN5755/AN5740/AN5351
TRUE	TRUE	4	GO:0048583	regulation of response to stimulus	42	42/1522	AN5003/AN4998/AN4987/AN4935/AN4702/AN4563/AN4479/AN4369/AN4328/AN4322/AN4310/AN9504/AN4080/AN3913/AN3719/AN3688/AN3675/AN6982/AN7513/AN5893/AN6566/AN1358/AN0689/AN0182/AN0170/AN1416/AN1652/AN1800/AN2130/AN9090/AN3468/AN3102/AN2911/AN2875/AN2731/AN5129/AN5210/AN5755/AN5740/AN5660/AN5558/AN5525
TRUE	TRUE	4	GO:1903664	regulation of asexual reproduction	26	26/1522	AN5028/AN4987/AN4563/AN8741/AN8129/AN3913/AN3688/AN3607/AN6243/AN6230/AN5893/AN5836/AN6578/AN1052/AN0641/AN0363/AN0279/AN0186/AN0182/AN8945/AN2059/AN2421/AN9121/AN2742/AN5156/AN5296
TRUE	TRUE	4	GO:0006950	response to stress	131	131/1522	AN5028/AN5003/AN4987/AN4935/AN4923/AN4897/AN4702/AN4563/AN4483/AN4479/AN4462/AN4439/AN4390/AN4389/AN4310/AN8830/AN8805/AN8692/AN7877/AN7895/AN8251/AN8269/AN4255/AN10515/AN4080/AN4042/AN3913/AN3793/AN3787/AN3730/AN3719/AN3688/AN3675/AN3642/AN10420/AN7250/AN7170/AN6982/AN7468/AN7485/AN7513/AN7567/AN7572/AN7657/AN7729/AN7799/AN6318/AN12360/AN5991/AN5975/AN5918/AN5860/AN5823/AN5822/AN6543/AN6731/AN6849/AN9339/AN9340/AN9397/AN1358/AN1015/AN0988/AN0927/AN0914/AN0858/AN0771/AN0733/AN0641/AN0609/AN0607/AN0582/AN0554/AN0410/AN0394/AN0363/AN0351/AN0295/AN9450/AN0279/AN10030/AN0228/AN0182/AN0170/AN0158/AN0134/AN10019/AN1414/AN1428/AN1624/AN1632/AN1652/AN1800/AN1812/AN1984/AN1989/AN2005/AN2099/AN2130/AN12476/AN11961/AN9090/AN3468/AN3188/AN3163/AN3150/AN3129/AN3125/AN3102/AN3085/AN3067/AN2997/AN2919/AN2911/AN2875/AN2731/AN2669/AN8553/AN5129/AN5200/AN5210/AN5776/AN5755/AN5712/AN5660/AN5604/AN5525/AN5523/AN5447/AN5350/AN5278
TRUE	TRUE	4	GO:0009605	response to external stimulus	56	56/1522	AN5003/AN4987/AN4923/AN4479/AN4462/AN4390/AN8168/AN8251/AN8262/AN4255/AN4080/AN4042/AN3913/AN3719/AN3688/AN3675/AN3642/AN3587/AN10420/AN6982/AN7468/AN7485/AN7513/AN7572/AN6195/AN5918/AN5860/AN5823/AN6487/AN6731/AN9340/AN0988/AN0807/AN0609/AN0607/AN0554/AN0394/AN0279/AN10030/AN0182/AN9008/AN1414/AN1428/AN1555/AN1812/AN1989/AN2130/AN3188/AN3085/AN2944/AN2911/AN2875/AN5200/AN5210/AN5604/AN5525
TRUE	TRUE	4	GO:0009607	response to biotic stimulus	29	29/1522	AN5003/AN4987/AN4923/AN4915/AN4479/AN4419/AN4390/AN4042/AN3913/AN3719/AN3688/AN3642/AN10420/AN7468/AN7513/AN5857/AN6487/AN0807/AN0689/AN0182/AN1428/AN1800/AN2130/AN3188/AN3085/AN2875/AN5200/AN5210/AN5525
TRUE	TRUE	4	GO:0009628	response to abiotic stimulus	63	63/1522	AN4987/AN4897/AN4702/AN4483/AN4479/AN4462/AN4310/AN8830/AN8805/AN8692/AN7895/AN8251/AN8269/AN3913/AN3730/AN3688/AN3607/AN7250/AN7170/AN6982/AN7513/AN7572/AN7657/AN7799/AN6318/AN6243/AN5975/AN6731/AN6849/AN9340/AN9397/AN9407/AN1358/AN1052/AN1015/AN0858/AN0766/AN0664/AN0641/AN0554/AN0410/AN0363/AN0351/AN9450/AN0182/AN0134/AN10019/AN9008/AN1555/AN1624/AN1652/AN1800/AN2005/AN2997/AN2962/AN2919/AN2911/AN2855/AN2731/AN5129/AN5776/AN5755/AN5523
TRUE	TRUE	4	GO:0009719	response to endogenous stimulus	5	5/1522	AN8168/AN8269/AN3675/AN0771/AN2944
TRUE	TRUE	4	GO:0042221	response to chemical	137	137/1522	AN4987/AN4923/AN4894/AN4695/AN4674/AN4667/AN4483/AN4479/AN4439/AN4390/AN4376/AN4328/AN8805/AN8785/AN8692/AN8029/AN8168/AN8251/AN8269/AN8274/AN10518/AN4169/AN4159/AN3913/AN3817/AN3799/AN3793/AN3787/AN3729/AN3719/AN3688/AN3675/AN3607/AN3587/AN3506/AN7303/AN7170/AN7146/AN6982/AN7468/AN7513/AN7567/AN7572/AN7594/AN7657/AN7729/AN11921/AN6330/AN6249/AN6207/AN12054/AN6195/AN6129/AN6118/AN5999/AN5991/AN5975/AN5918/AN5908/AN5893/AN5886/AN5823/AN6543/AN6566/AN6730/AN6849/AN6923/AN9339/AN9340/AN9397/AN9408/AN1396/AN1189/AN1052/AN1037/AN0988/AN0927/AN0914/AN0858/AN0771/AN0660/AN0609/AN0607/AN0554/AN0410/AN0408/AN0394/AN0363/AN0298/AN0295/AN0182/AN0170/AN0158/AN1416/AN1428/AN1518/AN1519/AN1632/AN1652/AN1800/AN1923/AN2099/AN2130/AN12476/AN2300/AN2435/AN2509/AN9090/AN3368/AN3188/AN3163/AN3150/AN3129/AN3113/AN3102/AN11705/AN2997/AN10351/AN2944/AN2919/AN2911/AN2742/AN2731/AN8489/AN8502/AN5119/AN5129/AN5226/AN5757/AN5755/AN5740/AN5696/AN5660/AN5523/AN5493/AN5447/AN5296
TRUE	TRUE	4	GO:0051606	detection of stimulus	1	1/1522	AN9008
TRUE	TRUE	4	GO:0072376	protein activation cascade	1	1/1522	AN5558
TRUE	TRUE	4	GO:0031503	protein-containing complex localization	12	12/1522	AN4293/AN8834/AN8805/AN8211/AN7659/AN6651/AN1379/AN0285/AN5740/AN5715/AN5607/AN5441
TRUE	TRUE	4	GO:0033036	macromolecule localization	59	59/1522	AN4987/AN4969/AN10610/AN4935/AN4915/AN4899/AN4667/AN4589/AN4483/AN4295/AN4293/AN8834/AN8805/AN8751/AN8040/AN8211/AN4214/AN3803/AN3747/AN3642/AN6982/AN7567/AN7649/AN7659/AN7757/AN6279/AN6258/AN6243/AN6195/AN6126/AN6014/AN5991/AN5832/AN5829/AN6508/AN6651/AN1379/AN0771/AN0582/AN10078/AN0410/AN0351/AN0295/AN0285/AN0182/AN0135/AN0134/AN0056/AN1632/AN9086/AN3468/AN3149/AN2731/AN5129/AN5740/AN5715/AN5682/AN5681/AN5441
TRUE	TRUE	4	GO:0051234	establishment of localization	186	186/1522	AN5067/AN5050/AN5035/AN4990/AN4987/AN4969/AN10610/AN4935/AN4920/AN4915/AN4899/AN4890/AN4859/AN4817/AN4814/AN4759/AN4706/AN4589/AN4482/AN4387/AN4378/AN4352/AN4328/AN4295/AN4293/AN8834/AN8805/AN8785/AN8751/AN8683/AN7879/AN11031/AN8029/AN8040/AN8117/AN12449/AN8251/AN8274/AN10515/AN4148/AN3876/AN3803/AN3799/AN3781/AN3763/AN3747/AN3729/AN3690/AN3642/AN3587/AN3515/AN7304/AN7286/AN7250/AN7188/AN7173/AN10905/AN7138/AN6986/AN7463/AN7485/AN7649/AN7659/AN7729/AN7757/AN6341/AN6340/AN6279/AN6277/AN6258/AN6243/AN6195/AN6126/AN6118/AN6095/AN6014/AN5991/AN5935/AN5864/AN5860/AN5832/AN5821/AN5801/AN6578/AN6581/AN6651/AN6669/AN6703/AN10845/AN6730/AN6804/AN6805/AN6923/AN9295/AN1379/AN1334/AN1333/AN1297/AN1276/AN11934/AN1189/AN0870/AN0771/AN0732/AN10115/AN0660/AN0582/AN0473/AN10078/AN0410/AN0351/AN0295/AN0285/AN0275/AN0233/AN0182/AN0176/AN0170/AN0056/AN8972/AN8966/AN8956/AN8915/AN8903/AN1427/AN1506/AN1624/AN1628/AN1632/AN1659/AN1833/AN1917/AN1950/AN2251/AN12476/AN2282/AN2300/AN2466/AN2601/AN9168/AN9086/AN3416/AN3408/AN3359/AN3357/AN3352/AN3347/AN3345/AN3304/AN3287/AN3264/AN3221/AN3209/AN3150/AN3149/AN3124/AN3113/AN11705/AN2974/AN2962/AN2875/AN2794/AN2746/AN2731/AN2730/AN2675/AN8347/AN8413/AN8489/AN8499/AN8502/AN5129/AN5132/AN5226/AN5776/AN5757/AN5740/AN5715/AN5681/AN5607/AN5549/AN5540/AN10689/AN10676/AN5493/AN5441
TRUE	TRUE	4	GO:0051235	maintenance of location	10	10/1522	AN8751/AN7567/AN7757/AN5829/AN0607/AN1628/AN1833/AN1950/AN5682/AN5607
TRUE	TRUE	4	GO:0051641	cellular localization	62	62/1522	AN4987/AN4969/AN10610/AN4935/AN4915/AN4899/AN4706/AN4667/AN4589/AN4483/AN4293/AN8834/AN8805/AN8751/AN8040/AN8117/AN8211/AN3803/AN3747/AN3642/AN7576/AN7649/AN7659/AN7757/AN6340/AN6279/AN6258/AN6243/AN6126/AN5991/AN5832/AN5829/AN6508/AN6651/AN1379/AN1333/AN1297/AN0607/AN0410/AN0351/AN0295/AN0285/AN0182/AN0170/AN0135/AN0134/AN0056/AN1632/AN1950/AN9086/AN3468/AN3149/AN3124/AN2731/AN5129/AN5776/AN5740/AN5715/AN5682/AN5681/AN5607/AN5441
TRUE	TRUE	4	GO:0051707	response to other organism	9	9/1522	AN5003/AN3913/AN7513/AN6487/AN0807/AN0182/AN2875/AN5210/AN5525
TRUE	TRUE	4	GO:0044419	interspecies interaction between organisms	43	43/1522	AN5003/AN4987/AN4915/AN4515/AN4479/AN4419/AN4390/AN4361/AN8741/AN8251/AN8269/AN3913/AN3765/AN3730/AN3729/AN3719/AN7250/AN7170/AN7468/AN7513/AN6230/AN5918/AN5832/AN5823/AN6487/AN6541/AN6566/AN9397/AN9407/AN1358/AN0807/AN0609/AN0182/AN0121/AN1428/AN1555/AN1833/AN2875/AN5210/AN5218/AN5634/AN5525/AN5296
TRUE	TRUE	4	GO:0051703	intraspecies interaction between organisms	7	7/1522	AN4390/AN3913/AN6279/AN6129/AN0182/AN2017/AN2944
TRUE	TRUE	4	GO:0050789	regulation of biological process	263	263/1522	AN5028/AN5003/AN4998/AN4987/AN4985/AN4984/AN4976/AN4969/AN10610/AN4935/AN4915/AN4900/AN4818/AN4744/AN4741/AN4733/AN4702/AN4667/AN4563/AN4544/AN4483/AN4479/AN4419/AN4369/AN4361/AN4335/AN10550/AN4328/AN4324/AN4322/AN4315/AN4310/AN4295/AN8831/AN8825/AN8805/AN8797/AN8777/AN8751/AN8741/AN9504/AN8694/AN9500/AN8667/AN8636/AN8605/AN11098/AN8590/AN7872/AN8039/AN8079/AN8129/AN8168/AN11052/AN8186/AN9461/AN8211/AN8251/AN8262/AN8269/AN4255/AN4247/AN4214/AN4210/AN10515/AN4175/AN4080/AN3913/AN3911/AN3835/AN3785/AN3730/AN3729/AN3719/AN3688/AN3675/AN3607/AN3587/AN3506/AN7303/AN10912/AN7030/AN7012/AN6982/AN7468/AN7475/AN7507/AN7513/AN11753/AN7567/AN7572/AN7576/AN7592/AN7610/AN7649/AN7700/AN7729/AN7742/AN6341/AN6330/AN6258/AN6249/AN6243/AN6230/AN6195/AN6129/AN6091/AN6067/AN6062/AN5955/AN10761/AN5924/AN5893/AN5870/AN5849/AN5836/AN5832/AN5822/AN6487/AN6508/AN6540/AN6566/AN6578/AN6589/AN6733/AN6849/AN6858/AN9397/AN1402/AN1358/AN1334/AN1217/AN1183/AN1096/AN1094/AN1060/AN1052/AN0988/AN11891/AN0928/AN0914/AN0902/AN0885/AN10128/AN0863/AN0807/AN0767/AN0766/AN0742/AN0733/AN0689/AN0680/AN0664/AN0655/AN0641/AN0554/AN10077/AN0410/AN0394/AN0364/AN0363/AN0295/AN0279/AN0263/AN0186/AN0182/AN0176/AN0170/AN0148/AN0134/AN10019/AN0056/AN9025/AN9008/AN8978/AN8945/AN8885/AN1414/AN1416/AN1425/AN10191/AN1518/AN1519/AN1536/AN1652/AN1800/AN1812/AN1848/AN1893/AN1924/AN1950/AN1984/AN1989/AN2001/AN2005/AN2009/AN2016/AN2036/AN2059/AN2126/AN2130/AN2270/AN2290/AN2375/AN2421/AN2500/AN11961/AN2581/AN2597/AN9141/AN9121/AN9096/AN9095/AN9090/AN3468/AN3433/AN3280/AN3216/AN3214/AN10378/AN3152/AN3129/AN3102/AN3075/AN3071/AN3067/AN3050/AN2984/AN2965/AN2944/AN2911/AN2902/AN2875/AN2855/AN2852/AN2742/AN2740/AN2731/AN5119/AN5129/AN5133/AN5156/AN5170/AN5210/AN5218/AN5775/AN5768/AN5757/AN5755/AN5752/AN5740/AN5677/AN5660/AN5651/AN5611/AN5607/AN5558/AN5525/AN5457/AN5351/AN5349/AN5296/AN5279
TRUE	TRUE	4	GO:0065008	regulation of biological quality	73	73/1522	AN4990/AN4987/AN4920/AN4899/AN4814/AN4655/AN8830/AN8751/AN8029/AN8251/AN8269/AN8271/AN4255/AN4214/AN3913/AN3729/AN3690/AN3688/AN3681/AN3607/AN3587/AN7250/AN7030/AN7468/AN7564/AN7567/AN7576/AN7729/AN7757/AN6249/AN6132/AN10745/AN5829/AN5823/AN6541/AN6566/AN6923/AN1334/AN1189/AN1052/AN0771/AN0607/AN0582/AN0554/AN0410/AN0351/AN0182/AN0176/AN0170/AN0134/AN10019/AN1429/AN1628/AN1780/AN1833/AN1950/AN2126/AN2130/AN2248/AN2508/AN11705/AN2944/AN2919/AN2911/AN5132/AN5134/AN5156/AN5757/AN5740/AN5682/AN5607/AN5447/AN5278
TRUE	TRUE	4	GO:0065009	regulation of molecular function	25	25/1522	AN4998/AN4987/AN4984/AN4702/AN4667/AN4483/AN9500/AN9461/AN6982/AN7567/AN5822/AN1358/AN1096/AN0988/AN0697/AN0295/AN10030/AN0182/AN1800/AN9086/AN5156/AN5757/AN5740/AN5660/AN5558
TRUE	TRUE	4	GO:0044085	cellular component biogenesis	76	76/1522	AN4987/AN4976/AN4969/AN4915/AN4894/AN4742/AN4706/AN4667/AN4655/AN4566/AN4563/AN4460/AN4419/AN4390/AN4388/AN8834/AN8831/AN8805/AN8751/AN9504/AN8039/AN8211/AN8269/AN10515/AN3730/AN3729/AN3719/AN3675/AN7576/AN7657/AN7700/AN6340/AN6318/AN6195/AN6067/AN5871/AN5822/AN6554/AN6589/AN6651/AN6679/AN6838/AN9380/AN1319/AN1175/AN0767/AN0734/AN0733/AN0697/AN0655/AN0410/AN0228/AN0182/AN0135/AN0134/AN10191/AN1555/AN1632/AN1778/AN1950/AN1984/AN2126/AN2508/AN3469/AN3468/AN3113/AN3068/AN3067/AN2911/AN2885/AN8485/AN5752/AN5740/AN5715/AN5607/AN5441
TRUE	TRUE	4	GO:0009407	toxin catabolic process	1	1/1522	AN5893
TRUE	TRUE	4	GO:0051410	detoxification of nitrogen compound	1	1/1522	AN5696
TRUE	TRUE	4	GO:0061687	detoxification of inorganic compound	4	4/1522	AN7729/AN5918/AN12476/AN3150
